,JobId,job_descriptions,job links,job titles,Posted By,Posted Time,Employement Status,Location
30,30,"The Division

Trapeze DACH is part of the Trapeze Group, a leading global provider of solutions for local public transport. The companies of the Trapeze Group supply the most modern software, intelligent transport systems (ITS) and mobile technologies at passenger transport companies. Hundreds of public and commercial companies in North America, Europe, South Africa and Asia use Trapeze products to increase their efficiency, improve the quality and scope of their services, and move more people safely at lower cost.

Trapeze DACH has over 50 years of experience in the development and implementation of operations control systems. The company offers transport companies comprehensive operations control and information systems for greater punctuality, shorter travel times and more precise connections, as well as dynamic passenger information. The portfolio includes planning systems, dispatching systems, solutions for on-demand traffic, operations control systems, on-board computers, passenger information displays at stops and in vehicles, as well as customer-specific services.

The Trapeze Group is part of Modaxo, the global alliance of technology companies in the passenger transport sector of Constellation Software Inc.

The Position

We are looking for Senior Software Developer to work out of the Contour Software Lahore/Karachi resource center office, as an extension of the division-based R&D department.

Primary Responsibilities Include
Requirement analysis
Component architecture and interfaces to other systems
Component level software design
Selection of open-source software and configuration
Software development
Unit test development
Support for the other team members
Actively participate in the scrum meetings
Fixing bugs
Writing technical documentation
Reviews of design and implementation
Providing third-level support to projects Competencies & Accountabilities: Budget responsibilities, signature authority, etc.
Desired Skills:
Bachelor's Degree in Information Systems, Computer Engineering or equivalent technical Degree; or equivalent combination of education and experience.
Minimum Five years of software development experience in modern Web technologies (JavaScript, HTML5, JSON, Node JS) e.g.: Angular/React
Proven working experience in C#, Net framework.
Good knowledge of REST APIs
Working knowledge of Linux and Windows
Solid understanding of software development life cycle, software design, problem analysis, and agile development
Self-organized team player with a positive attitude toward work.
Team player in a multicultural environment
Ability to deal with timeline constraints
Facilitator of agile and modern development methodologies.
Expressed analytic skills, able to articulate technical expertise.
Continuous and fast learning.
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3118516312/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=f5i2wWc%2BB1j4ZLhn3Pv63g%3D%3D&trk=flagship3_search_srp_jobs,Senior Software Developer (Web),Contour Software,1 month ago,Full-time · Entry level,"Karachi Division, Pakistan"
31,31,"Posted by
utecho fsd
Software Company. Website Development , Mobile Application(Android &IOS) , UI/UX Designing
Send InMail
The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.
Responsibilities
Perform a mix of maintenance, enhancements, and new development as required
Work in a data analyst role and with business intelligence applications
Document features, technical specifications & infrastructure Responsibilities
Work cross-functionally to convert business needs into technical specifications

Qualifications
3+ years' of experience in web development and software design
Expertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databases",https://www.linkedin.com/jobs/view/3116548537/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=gdSfxD6qzKBdK6JEHZbW1g%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,utecho_fsd,1 week ago,Full-time,"Faisalabad, Punjab, Pakistan"
32,32,"Posted by
Slahuddin Chaudhary
Building Great Softwares || Improving Online Software Experience
Send InMail
Salary Range (150,000 RS to 250,000 RS)

Job brief
Goal Bytes is a German Startup company. We are looking for a Full Stack Web Developer to build and maintain functional websites.

Requirements and skills
BSc/MSc in Computer Science or relevant field
Expertise in at least one of the following programming stacks, MEAN / MERN
Solid knowledge of HTML/CSS, Javascript
Solid understanding of version control system
Knowledge of Php and Larawel is a plus

Benefits
Paid sick leaves
Medical Allowances
Paid maternity/ paternity leaves
Performance-based bonuses
Healthy work environment
Learning Opportunities
Unlimited Snacks, biscuits, and Tea / Coffee
Traveling Allowances and much more",https://www.linkedin.com/jobs/view/3123421960/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=PAk372jIj2nKmRfLulH0%2Bg%3D%3D&trk=flagship3_search_srp_jobs,"Senior Web Developer (150,000 - 250,000 RS)",Goal Bytes Private Limited,8 hours ago,Full-time,Pakistan
33,33,"An advanced and top-notch IT company which provides complete I.T solutions that includes projecting & implementing the strategies in order to tie a knot amongst the world & upcoming innovations that are gritty to reconceive the way we catch digital market & we work unremittingly to expand our performance and bring towards the next level expansions

The Role

Responsibilities
Write “clean”, well-designed code
Produce detailed specifications
Working closely with frontend developers
Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality
Contribute in all phases of the development lifecycle
Follow industry best practices
Develop and deploy new features to facilitate related procedures and tools if necessary
Working with AGILE systems.
Ideal Profile

Skills Required
Proven software development experience in PHP
Demonstrable knowledge of web technologies including HTML5, CSS3, Javascript, AJAX etc
Demonstrable knowledge of SQL/NoSQL databases.
Worked on containerized applications (Using Docker, Kubernetes or similar technologies).
Good knowledge of relational databases, version control tools and of developing web services
Experience in common third-party APIs (Google, Facebook, Ebay etc)
Passion for best design and coding practices and a desire to develop new bold ideas
Understanding of object-oriented PHP programming.
Previous experience creating scalable applications.
Proficient with code versioning tools including Git, Mercurial, CVS, and SVN.
Ability to project manage and good problem-solving skills.
BS/MS degree in Computer Science, Engineering or a related subject is preferable
Excellent communication skills – both written and oral.
What's on Offer?
Opportunity to make a positive impact
Excellent career development opportunities",https://www.linkedin.com/jobs/view/3104526482/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=wud0MSK2Z25a9e0O4nLTEQ%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer,QMH TECH,2 weeks ago,Full-time · Entry level,"Islamabad, Islāmābād, Pakistan"
34,34,"Total AI Systems develops commercial software solutions that harness the power of next-generation artificial intelligence to improve business performance.

The Role

You Will Be Responsible For
Writing well-designed, testable and efficient code.
Gathering and evaluating user feedback.
Working as a part of a dynamic team to deliver winning products.
Providing code documentation and other inputs to technical documents.
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimise performance.
Create scripts to facilitate our SaaS product to meet performance and objectives
Utilize source debuggers and write or modify our SaaS product
Interface with internal and external stakeholders to understand business requirements.
Determine how to best incorporate the business requirements into the current system architecture.
Participate in the process of converting business requirements into actionable development tickets.
Ideal Profile

Skills
You have at least 4 years experience, ideally within a Software developer role.
You possess strong knowledge of PHP CodeIgniter, HTML5 / CSS, Bootstrap 4, Javascript, JSON, SQL and Github
Good knowledge of MySQL and PostgreSQL databases.
Excellent knowledge of OOPS/MVC/Microservices.
Experience with Rest APIs and Soap API integrations.
You are a strong team player who can manage multiple stakeholders
You pay strong attention to detail and deliver work that is of a high standard
You are highly goal driven and work well in fast paced environments
Must have experience in managing large database and website security.
Meticulous knowledge of integrations, development processes, and integration architectures.
Willing to work a flexible schedule with some evenings and weekends required.
Must have a fun, easy-going, and confident personality and can think on their feet.
Ability to work in evening or night shift.
What's on Offer?
Permanent remote work",https://www.linkedin.com/jobs/view/3108914136/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=6xVINYANbd93X7H4D2W59A%3D%3D&trk=flagship3_search_srp_jobs,Senior PHP Codeigniter Developer,Total AI Systems Inc.,2 weeks ago,Full-time · Associate,Pakistan
35,35,"Posted by
Muhammad ahmed riaz
--
Send InMail
Write clean, secure, test-driven, easily maintainable, and modular codes.
Previous working experience as a PHP / Laravel developer for a minimum of 3 years. (Must)
Database designing and maintenance.
Build reusable code and libraries for future use.
Troubleshoot and debug applications.
Perform UI/backend tests to optimize performance.
Collaborate and work with frontend and mobile app developers on the backend needs of projects.
Adhere closely to development plans and anticipate changes to specifications or schedules as they become necessary during development.
Work with project managers when gathering requirements, presenting work, etc., and be able to take complex technical terms and break them down into layman's terms.
Keep abreast of new trends and best practices in web development.
MySQL profiling and query optimization.
Candidate Experience
In-depth knowledge of object-oriented PHP and Laravel 7/8 PHP Framework (Must)
Demonstrable experience with PHP including OOP, security, refactoring & design patterns.
Excellent knowledge of Laravel framework and experience building factories/facades/libraries using abstract classes, interfaces, and traits.
Experience in unit testing using testing frameworks like PHPUnit/phpspec.
Good knowledge of RDBMS (MySQL/MS SQL/PostgreSQL), database designing, and query optimization techniques. Experience in NoSQL (MongoDB/DynamoDB) databases will be an added advantage.
Good core knowledge of HTML5, CSS3, jQuery, and Bootstrap framework. Experience in Javascript Frameworks (AngularJS/ReactJS/VueJS) will be an added advantage.
Hands-on experience in RESTful API design and development including implementation of oAuth2.0 for authentication and authorization.
Experience in microservices development will be an added advantage.
Working knowledge of version control systems like Git, clear understanding of Gitflow workflow, repository management tools like BitBucket, and understanding of the overall CI/CD process.
Working knowledge of cloud servers (AWS/Heroku/Rackspace/Digital Ocean/Linode), related services, and server administration like setting up Apache/Nginx, PHP-fpm, etc. Other nice to have, but not mandatory:
knowledge of WordPress/Shopify will be an added advantage.

Salary: 25k to 80k

only apply if you are can work the night shift.",https://www.linkedin.com/jobs/view/3084381304/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=ibRdsnrFecvMZaejOtX71A%3D%3D&trk=flagship3_search_srp_jobs,PHP/Laravel Developer,Sclouta,3 weeks ago,Full-time,"Lahore, Punjab, Pakistan"
36,36,"We are looking to hire a skilled PHP/WordPress Developer having years of experience to design and implement attractive and functional websites for our clients. You will be responsible for both back-end and front-end development including the implementation of WordPress themes and plugins as well as site integration and security updates.

Primary Skills

Job Description:

Knowledge of WordPress Core
Strong knowledge of WordPress Hooks and Filters
Strong knowledge of Database (MySQL)
Ability to customize WordPress plugins/themes in code using hooks and filters
Translate exact replica of PSD and AI designs into HTML & WordPress
Creating pixel perfect websites for desktop and mobile via WordPress
Creating landing pages and forms that get our clients leads and sales (HTML & CSS)
Optimizing the user interfaces of sites
Updating sites and fixing bugs
Dealing with random hosting, DNS, and website issues that pop up
Collaborating and problem solving with the creative and digital teams to create unique digital solutions to meet our clients’ needs and exceed their expectations

Secondary Skills

Experience with the E-commerce WP plugins
Ability to build a new payment Gateways
Ability to integrate third-party APIs with the WordPress application
WordPress: 1+ years (Required)
PHP Laravel Web Development: 1+ years (Required)

Location: Bahria Town, Lahore",https://www.linkedin.com/jobs/view/3132906503/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=oWnLCM%2F1An5Nw1W5Z%2BSi3w%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer / wordpress,NetPurl,3 weeks ago,1-10 employees · Software Development,"Lahore, Punjab, Pakistan"
37,37,"About Tekrevol:

Tekrevol is a leading mobile app development company dedicated to providing businesses with reliable technological solutions. We have helped countless entrepreneurs achieve their goals and drive results by creating top rated mobile apps and websites.

As a global company, our aim isn’t just to create digital solutions but to help businesses achieve sustainable growth and scalability. Our teams and networks stretch across the United States, and have extended its reach to Ukraine & the Middle East.

Job Description:

The incumbent will be responsible to plan, design, develop, debug, implement and support web-based applications and services. S/He will have to perform Cross platform development (web services & API for IOS/Android platforms).

Requirements:
Computer Science Graduate
Minimum 4 years of experience working as a PHP Developer
Hands on experience in Laravel (preferable) & other MVC frameworks such as CakePHP, CodeIgniter, Zend,Yii
Hands on experience in NodeJS & React or AngularJS is a big Plus.
Experience with RESTfull APIs, MySQL NoSQL solutions.
Experience with major Javascript libraries such as JQuery.
Experience with HTML5 & CSS3 is a plus
Experience of handling large scale data
Experience on working with large scale Ecommerce Application
Strong concepts of Object Orientated Programming
Ability to communicate effectively with team members
Strong analytical and problem solving skills
Excellent core programming and multitasking.
Experience with version control (such as Git, SVN etc)

Shift Timings: Afternoon (12:00 p.m. – 9:00 p.m.)

Powered by JazzHR

LNqE74WVVi",https://www.linkedin.com/jobs/view/3127030563/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=9Vj5wycP0YnqD3z6C5J7QQ%3D%3D&trk=flagship3_search_srp_jobs,PHP Developer + Node / Laravel Developer (Product Based),TekRevol,1 month ago,Full-time · Mid-Senior level,"Karāchi, Sindh, Pakistan"
38,38,"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, TelcoDR. Have you got what it takes?

Rarely does an opportunity come along to change an industry forever, let alone an industry the size and scope of telecommunications.

TelcoDR is focused on building telco software for the public cloud and is completely redefining how carriers engage with their subscribers to drive customer love! Here’s how we’re going to do it:
Build a Cloud Charging Engine that runs 5x faster than the competition, and ramp up capacity until it can handle the entire world’s charging needs. (We already do north of 1mm transactions per second!)
Deliver intelligent plan design and AI/ML-driven hyper-personalization at scale, allowing CSPs to adapt to changing needs.
Develop the world’s first pure cloud, webscale BSS that leverages TM Forum’s Open APIs (all of them by the end of Q1 2022!) to give carriers the agility and flexibility needed to drive more valuable subscriber engagement.
We’re looking for software engineers to help build these new products and be at the center of this monumental shift. You will work with serverless technologies such as AWS Lambda, DynamoDB, Neptune, and AppSync. You will solve the most complex coding challenges, drill down to the deepest technical root cause, and uphold the highest technical standards for our products.

If you are motivated by the thought of pushing new technologies to their limits every day, change the game with us!

What You Will Be Doing
Implementing features: Make technical decisions and write high-quality code to deliver new features without causing regressions.
Learning new technologies: Learn how to use AWS technologies to rebuild products or build new ones in the cloud.
Owning a codebase: Become an expert in the products and uncover potential bugs through root cause analyses and code reviews.
What You Won’t Be Doing
Adding one or two features per year: Our engineers work with multiple codebases and technologies and are not pigeonholed into one single product.
Mindless code writing: Every code change must consider architectural implications.
Managing projects or tasks: We have automated management overhead so you can focus entirely on software development.
Back End Developer Key Responsibilities
Make quality and cost-saving improvements to existing products through high-quality code and design-level considerations.
Tackle the most difficult coding challenges in our organization.
Basic Requirements
Senior-level coding experience in the software industry
Motivated to learn cutting-edge cloud technologies and push them to their limits
About TelcoDR

Do you want to build the telco industry's most innovative software company? This is an opportunity to drive transformative, industry leading change.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $40 USD/hour, which equates to $80,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:
You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.
Important! If you do not receive an email from us:
First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/reset-password if you already applied using LinkedIn EasyApply.
Crossover Job Code: LJ-4611-PK-Lahore-BackEndDevelop.010",https://www.linkedin.com/jobs/view/3125329839/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=XiIHjrTUx18LxnRi5NfrGQ%3D%3D&trk=flagship3_search_srp_jobs,"Back End Developer, TelcoDR (Remote) - $80,000/year USD",Crossover for Work,1 day ago,Full-time · Mid-Senior level,"Lahore, Punjab, Pakistan"
39,39,"About The Company

Constellation Software is Canada's second largest publicly-listed software company, with a market cap nearing $20 Billion. We are a product-based company, solely dedicated to acquiring, maintaining, supporting and enhancing industry-specific mission-critical business systems, for life. From the website, if you go under 'Our Companies', you will see details and websites for our operating groups, through which you can get details about the products and divisions under our various operating groups, servicing a varied group of industries.

The Division

Picis is a global provider of clinical information solutions that automate the entire perioperative experience with one contiguous patient record, from preop to anesthesia software through PACU. Picis continues to focus and specialize our integrated suite of solutions in life-critical areas of the hospital where the patients are the most vulnerable, the care process is the most complex, and an increasing majority of hospital costs and potential revenue are concentrated. Our solutions enable rapid, sustained delivery of clinical documentation, and financial and operational results.

Picis is a subsidiary of the Harris group, an operating group of Constellation Software Inc..

The Position

We are looking for a Senior Front End Angular Web Developer, who will work out of the Contour Software Karachi / Lahore resource center office, as an extension of the division-based R&D department.

Roles And Responsibilities
Participate, inside a high experienced team, in the development of the new web platform for Picis
Collaborate closely with software architects, product owners and stakeholders to design and develop the best solution, with a focus in quality
Mentoring of the rest of the frontend developers of the team
Desired Skills
BA/BS degree in Computer Science or related field
5+ years of experience in a frontend software development role
Excellent programming skills in the following: Angular 8+, Plain CSS, SASS/LESS, HTML5, responsive web design, JavaScript, TypeScript , OIDC for auth
Experience in testing with Jasmine
Highly familiar with agile development and continuous delivery
Familiarity with Visual Studio Code IDE
Strong written and verbal communication skills in English
Excellent soft, analytical and problem solving skills:
Act like an owner consistently holding a high bar for the quality of your code and are passionate about doing things the ""right way
Anticipate problems and complications, and formulate solutions to unblock the progress of the project
Passionate about building highest quality Web UI with an eye for web-performance and design
Have an empathy for the user care about the product experience they have
Exciting Benefits we offer:
Market-leading Salary
Medical Coverage Self & Dependents
Parents Medical Coverage
Provident Fund
Employee Performance-based bonuses
Home Internet Subsidy
Conveyance Allowance
Profit Sharing Plan [Tenured Employees Only]
Life Benefit
Child Care Facility
Company Provided Lunch/Dinner
Professional Development Budget
Recreational area for in-house games
Sporadic On-shore training opportunities
Friendly work environment
Leave Encashment",https://www.linkedin.com/jobs/view/3068140021/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=6shSBY7iO0Jso4Q4djDCXw%3D%3D&trk=flagship3_search_srp_jobs,Senior Front End Web Developer,Contour Software,2 months ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
40,40,"HMT is working exclusively with one of the coolest and youngest Fintech's today in the UK. Fintech is starting its growth journey and is looking to strengthen its backend team with a seasoned backend developer.

If you are looking for a new challenge, joining a multi-national multi-cultural team, and want to be part of a startup that builds products with a purpose.... apply now!

Us

We’re a fintech start-up that’s on a mission to create ethically focused products. Our proposition is innovative and exciting, yet simple and secure for our customers. As we grow, we’re looking to add skilled, experienced, rock stars to join us on our journey.

Interested? Read on…

We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners, and employees.

The Team

The Team’s mission is to build simple, user-friendly digital experiences that delight the people who use our products. The team’s responsibilities include product innovation, engineering, infrastructure, project delivery, data, IT & Ops. We work in an agile, fast-paced environment and align closely with teams across the business to identify, build, and support the best possible solution for our users. We’re passionate, curious, a bit intense, and a lot of fun. All at the same time.

Backend Software Developer will….

You will be an experienced Software engineer with extensive full-stack experience using varied technologies with a specialty in Backend development.

To Be Successful, You Will Have The Following
Extensive Java knowledge.
Ability to use any java development framework.
Strong understanding of application development methodologies.
Experience maintaining and supporting IT systems/applications and their infrastructure and ensuring stability while adding new features.
Experience with container solutions such as Docker
Experience with RESTful APIs
Experience coding backend services in Java.
Ability to clearly articulate design and implementation choices
Ability to use a wide variety of open-source technologies and tools
Aptitude and attitude are as important as specific experience or qualifications. If you love building elegant solutions to solving difficult technical problems, we’d love to hear from you.",https://www.linkedin.com/jobs/view/3133172880/?eBP=JOB_SEARCH_ORGANIC&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=FfncVgiaUoAtM43WaY1u5Q%3D%3D&trk=flagship3_search_srp_jobs,"Backend Developer (Pakistan, Remote)",Hire My Tech,1 day ago,Full-time · Entry level,"Lahore, Punjab, Pakistan"
41,41,"A software house, since 2002 marching towards becoming a research-oriented organization. We believe in providing complete satisfaction to our clients, through sound experience, energy, self-motivation and enthusiasm.

The Role

You Will Be Responsible For
Writing well-designed, testable and efficient code.
Gathering and evaluating user feedback.
Working as a part of a dynamic team to deliver winning products.
Providing code documentation and other inputs to technical documents.
Supporting continuous improvement by investigating alternatives and new technologies and presenting these for architectural review.
Troubleshooting and debugging to optimize performance.
Ideal Profile
You possess a Degree/Diploma in Computer Science, Engineering or related field.
You have at least 1 year experience, ideally within a Software Engineer role.
You possess strong knowledge of .NET, Android, Bootstrap, C#, C++, CakePHP, HTML, HTML5 / CSS, IOS, Javascript, Java, Laravel, PHP, PL / SQL, Powershell, Python, React Native, ReactJS, Scratch, SQL and WordPress.
You enjoy finding creative solutions to problems
You are highly goal driven and work well in fast paced environments
You pay strong attention to detail and deliver work that is of a high standard
What's on Offer?
Work alongside & learn from best in class talent
Great work environment
Attractive salary & benefits",https://www.linkedin.com/jobs/view/3035360833/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=JOB_SEEKER_QUALIFIED&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=o%2BHew4JGSoTsR%2F0vhLeyAQ%3D%3D&trk=flagship3_search_srp_jobs,PHP frontend Developer,Technology Wisdom,2 months ago,"PKR360,000/yr - PKR480,000/yr · Full-time · Entry level","Lahore, Punjab, Pakistan"
42,42,"Posted by
Iram Iqbal
Social Media Marketing Specialist at Genius Mind Zone and Alaska ERP
Send InMail
The ideal candidate is a highly resourceful and innovative developer with extensive experience in the layout, design and coding of websites specifically in PHP LARAVEL format. You must also possess a strong knowledge of web application development using PHP programming language and MySQL Server databases.
Responsibilities
Perform a mix of maintenance, enhancements, and new development as required
Work in a data analyst role and with business intelligence applications
Document features, technical specifications & infrastructure Responsibilities
Work cross-functionally to convert business needs into technical specifications

Qualifications
1.5+ years' of experience in web development and software design
Expertise in front-end technologies (HTML, JavaScript, CSS), PHP frameworks, and MySQL databases",https://www.linkedin.com/jobs/view/3116293678/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=SCHOOL_RECRUIT&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=ofCFoQhvD%2B02VpBWSnOQaA%3D%3D&trk=flagship3_search_srp_jobs,PHP LARAVEL Developer,Genius Mind Zone,1 week ago,Full-time,"Faisalabad, Punjab, Pakistan"
43,43,"Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, TelcoDR. Have you got what it takes?

Rarely does an opportunity come along to change an industry forever, let alone an industry the size and scope of telecommunications.

TelcoDR is focused on building telco software for the public cloud and is completely redefining how carriers engage with their subscribers to drive customer love! Here’s how we’re going to do it:
Build a Cloud Charging Engine that runs 5x faster than the competition, and ramp up capacity until it can handle the entire world’s charging needs. (We already do north of 1mm transactions per second!)
Deliver intelligent plan design and AI/ML-driven hyper-personalization at scale, allowing CSPs to adapt to changing needs.
Develop the world’s first pure cloud, webscale BSS that leverages TM Forum’s Open APIs (all of them by the end of Q1 2022!) to give carriers the agility and flexibility needed to drive more valuable subscriber engagement.
We’re looking for software engineers to help build these new products and be at the center of this monumental shift. You will work with serverless technologies such as AWS Lambda, DynamoDB, Neptune, and AppSync. You will solve the most complex coding challenges, drill down to the deepest technical root cause, and uphold the highest technical standards for our products.

If you are motivated by the thought of pushing new technologies to their limits every day, change the game with us!

What You Will Be Doing
Implementing features: Make technical decisions and write high-quality code to deliver new features without causing regressions.
Learning new technologies: Learn how to use AWS technologies to rebuild products or build new ones in the cloud.
Owning a codebase: Become an expert in the products and uncover potential bugs through root cause analyses and code reviews.
What You Won’t Be Doing
Adding one or two features per year: Our engineers work with multiple codebases and technologies and are not pigeonholed into one single product.
Mindless code writing: Every code change must consider architectural implications.
Managing projects or tasks: We have automated management overhead so you can focus entirely on software development.
Back End Developer Key Responsibilities
Make quality and cost-saving improvements to existing products through high-quality code and design-level considerations.
Tackle the most difficult coding challenges in our organization.
Basic Requirements
Senior-level coding experience in the software industry
Motivated to learn cutting-edge cloud technologies and push them to their limits
About TelcoDR

Do you want to build the telco industry's most innovative software company? This is an opportunity to drive transformative, industry leading change.

There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you!

Working with Crossover

This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $40 USD/hour, which equates to $80,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic.

What to expect next:
You will receive an email with a link to start your self-paced, online job application.
Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments.
Important! If you do not receive an email from us:
First, emails may take up to 15 minutes to send, refresh and check again.
Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.
Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.
If all else fails, just reset your password by visiting https://www.crossover.com/auth/reset-password if you already applied using LinkedIn EasyApply.
Crossover Job Code: LJ-4611-PK-Islamaba-BackEndDevelop.001",https://www.linkedin.com/jobs/view/3125330595/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=waz%2B7nubJsEF87%2BOkGsk8Q%3D%3D&trackingId=f1DrORc44vG5R21BBV5eAA%3D%3D&trk=flagship3_search_srp_jobs,"Back End Developer, TelcoDR (Remote) - $80,000/year USD",Crossover for Work,1 day ago,Full-time · Mid-Senior level,"Islamabad, Islāmābād, Pakistan"
